турнир;Дата;Хозяева;Гости
FA Cup;2022-02-05;Southampton;Н/О_Ковентри
FA Cup;2022-02-05;Н/О_Кембридж;Н/О_Лутон
FA Cup;2022-02-05;Tottenham;Brighton
FA Cup;2022-02-06;Liverpool;Н/О_Кардифф
FA Cup;2022-02-06;Н/О_Ноттингем Форест;Leicester City
FA Cup;2022-02-06;Н/О_Борнмут;Н/О_Борэм Вуд
FA Cup;2022-03-01;Н/О_Питерборо;Manchester City
FA Cup;2022-03-01;Crystal Palace;Н/О_Сток Сити
FA Cup;2022-03-01;Н/О_Мидлсбро;Tottenham
FA Cup;2022-03-02;Н/О_Лутон;Chelsea
FA Cup;2022-03-02;Southampton;West Ham Utd
FA Cup;2022-03-02;Liverpool;Norwich City
FA Cup;2022-03-03;Everton;Н/О_Борэм Вуд
FA Cup;2022-03-07;Н/О_Ноттингем Форест;Н/О_Хаддерсфилд
FA Cup;2022-03-19;Н/О_Мидлсбро;Chelsea
FA Cup;2022-03-20;Crystal Palace;Everton
FA Cup;2022-03-20;Southampton;Manchester City
FA Cup;2022-03-20;Н/О_Ноттингем Форест;Liverpool
FA Cup;2022-04-16;Manchester City;Liverpool
FA Cup;2022-04-17;Chelsea;Crystal Palace
League Cup;2021-08-01;Н/О_Шеффилд Уэнсдей;Н/О_Хаддерсфилд
League Cup;2021-08-10;Н/О_Хартлпул;Н/О_Крю
League Cup;2021-08-10;Н/О_Кардифф;Н/О_Саттон Юнайтед
League Cup;2021-08-10;Н/О_Кроули;Н/О_Джиллингем
League Cup;2021-08-10;Н/О_Форест Грин;Н/О_Бристоль Сити
League Cup;2021-08-10;Н/О_Кембридж;Н/О_Суиндон
League Cup;2021-08-10;Н/О_Халл;Н/О_Уиган
League Cup;2021-08-10;Н/О_Ротерхэм;Н/О_Аккрингтон
League Cup;2021-08-10;Н/О_Олдхэм;Н/О_Транмер Роверс
League Cup;2021-08-10;Н/О_Уолсолл;Н/О_Донкастер
League Cup;2021-08-10;Н/О_Сток Сити;Н/О_Флитвуд Таун
League Cup;;Н/О_Хэррогит;Н/О_Рочдейл
League Cup;2021-08-10;Н/О_Мэнсфилд;Н/О_Престон
League Cup;2021-08-10;Н/О_Блэкберн;Н/О_Моркэм
League Cup;2021-08-10;Н/О_Шрусбери;Н/О_Линкольн Сити
League Cup;2021-08-10;Н/О_Эксетер;Н/О_Уиком
League Cup;2021-08-10;Н/О_Дерби Каунти;Н/О_Солфорд Сити
League Cup;2021-08-10;Н/О_Стивенейдж;Н/О_Лутон
League Cup;2021-08-10;Н/О_Чарльтон;Н/О_Уимблдон
League Cup;2021-08-10;Н/О_Порт Вейл;Н/О_Сандерленд
League Cup;2021-08-10;Н/О_Бирмингем;Н/О_Колчестер
League Cup;2021-08-10;Н/О_Миллуолл;Н/О_Портсмут
League Cup;2021-08-10;Н/О_Питерборо;Н/О_Плимут
League Cup;2021-08-10;Н/О_Ипсвич;Н/О_Ньюпорт
League Cup;2021-08-10;Н/О_Барроу;Н/О_Сканторп
League Cup;2021-08-10;Н/О_Шеффилд Юнайтед;Н/О_Карлайл Юнайтед
League Cup;2021-08-10;Н/О_Бристоль Роверс;Н/О_Челтнем
League Cup;2021-08-10;Н/О_Рединг;Н/О_Суонси
League Cup;2021-08-10;Н/О_Болтон;Н/О_Барнсли
League Cup;2021-08-11;Н/О_Бертон;Н/О_Оксфорд Юнайтед
League Cup;2021-08-11;Н/О_Лейтон Ориент;Н/О_КПР
League Cup;2021-08-11;Н/О_Ноттингем Форест;Н/О_Брэдфорд
League Cup;2021-08-11;Н/О_Ковентри;Н/О_Нортхэмптон
League Cup;2021-08-11;Н/О_Блэкпул;Н/О_Мидлсбро
League Cup;2021-08-24;Н/О_Олдхэм;Н/О_Аккрингтон
League Cup;2021-08-24;Н/О_Суонси;Н/О_Плимут
League Cup;2021-08-24;Norwich City;Н/О_Борнмут
League Cup;2021-08-24;Н/О_Стивенейдж;Н/О_Уиком
League Cup;2021-08-24;Н/О_Бирмингем;Н/О_Фулхэм
League Cup;2021-08-24;Н/О_Барроу;Aston Villa
League Cup;2021-08-24;Leeds Utd;Н/О_Крю
League Cup;2021-08-24;Н/О_Хаддерсфилд;Everton
League Cup;2021-08-24;Н/О_Джиллингем;Н/О_Челтнем
League Cup;2021-08-24;Brentford;Н/О_Форест Грин
League Cup;2021-08-24;Н/О_Уиган;Н/О_Болтон
League Cup;2021-08-24;Н/О_Нортхэмптон;Н/О_Уимблдон
League Cup;2021-08-24;Watford;Crystal Palace
League Cup;2021-08-24;Н/О_КПР;Н/О_Оксфорд Юнайтед
League Cup;2021-08-24;Н/О_Кардифф;Brighton
League Cup;2021-08-24;Н/О_Миллуолл;Н/О_Кембридж
League Cup;2021-08-24;Н/О_Блэкпул;Н/О_Сандерленд
League Cup;2021-08-24;Н/О_Моркэм;Н/О_Престон
League Cup;2021-08-24;Н/О_Шрусбери;Н/О_Рочдейл
League Cup;2021-08-24;Н/О_Сток Сити;Н/О_Донкастер
League Cup;2021-08-24;Н/О_Шеффилд Юнайтед;Н/О_Дерби Каунти
League Cup;2021-08-24;Н/О_Ноттингем Форест;Wolverhampton
League Cup;2021-08-25;Newcastle Utd;Burnley
League Cup;2021-08-25;Н/О_Ньюпорт;Southampton
League Cup;2021-08-25;Н/О_Вест Бромвич;Arsenal
League Cup;2021-09-21;Н/О_КПР;Everton
League Cup;2021-09-21;Н/О_Фулхэм;Leeds Utd
League Cup;2021-09-21;Н/О_Шеффилд Юнайтед;Southampton
League Cup;2021-09-21;Watford;Н/О_Сток Сити
League Cup;2021-09-21;Н/О_Престон;Н/О_Челтнем
League Cup;2021-09-21;Manchester City;Н/О_Уиком
League Cup;2021-09-21;Burnley;Н/О_Рочдейл
League Cup;2021-09-21;Norwich City;Liverpool
League Cup;2021-09-21;Н/О_Уиган;Н/О_Сандерленд
League Cup;2021-09-21;Brentford;Н/О_Олдхэм
League Cup;2021-09-22;Brighton;Н/О_Суонси
League Cup;2021-09-22;Wolverhampton;Tottenham
League Cup;2021-09-22;Chelsea;Aston Villa
League Cup;2021-09-22;Н/О_Миллуолл;Leicester City
League Cup;2021-09-22;Arsenal;Н/О_Уимблдон
League Cup;2021-09-22;Manchester Utd;West Ham Utd
League Cup;2021-10-26;Н/О_КПР;Н/О_Сандерленд
League Cup;2021-10-26;Chelsea;Southampton
League Cup;2021-10-26;Arsenal;Leeds Utd
League Cup;2021-10-27;Leicester City;Brighton
League Cup;2021-10-27;West Ham Utd;Manchester City
League Cup;2021-10-27;Burnley;Tottenham
League Cup;2021-10-27;Н/О_Сток Сити;Brentford
League Cup;2021-10-27;Н/О_Престон;Liverpool
League Cup;2021-12-21;Arsenal;Н/О_Сандерленд
League Cup;2021-12-22;Liverpool;Leicester City
League Cup;2021-12-22;Tottenham;West Ham Utd
League Cup;2021-12-22;Brentford;Chelsea
League Cup;2022-01-05;Chelsea;Tottenham
League Cup;2022-01-12;Tottenham;Chelsea
League Cup;2022-01-13;Liverpool;Arsenal
League Cup;2022-01-20;Arsenal;Liverpool
League Cup;2022-02-27;Chelsea;Liverpool
DFB-Pokal;2021-08-06;Н/О_Мюнхен-1860;Н/О_Дармштадт
DFB-Pokal;2021-08-06;Н/О_Динамо Дрезден;Н/О_Падерборн
DFB-Pokal;2021-08-07;Н/О_Грайфсвальдер;FC Augsburg
DFB-Pokal;2021-08-07;Н/О_Зандхаузен;RB Leipzig
DFB-Pokal;2021-08-07;Н/О_Локомотив Лейпциг;Leverkusen
DFB-Pokal;2021-08-07;Н/О_Вайхе Фленсбург;Н/О_Хольштайн Киль
DFB-Pokal;2021-08-07;Н/О_Динамо Берлин;Stuttgart
DFB-Pokal;2021-08-07;Н/О_Вупперталер;Bochum
DFB-Pokal;2021-08-07;Н/О_Айнтрахт Нордерштедт;Н/О_Ганновер
DFB-Pokal;2021-08-07;Н/О_Оснабрюк;Н/О_Вердер
DFB-Pokal;2021-08-07;Н/О_Байройт;Bielefeld
DFB-Pokal;2021-08-07;Н/О_Бабельсберг;Greuther Furth
DFB-Pokal;2021-08-07;Н/О_Магдебург;Н/О_Санкт-Паули
DFB-Pokal;2021-08-07;Н/О_Ульм;Н/О_Нюрнберг
DFB-Pokal;2021-08-07;Н/О_Веэн;Dortmund
DFB-Pokal;2021-08-08;Н/О_Пройссен;Wolfsburg
DFB-Pokal;2021-08-08;Н/О_Ольденбург;Н/О_Фортуна
DFB-Pokal;2021-08-08;Н/О_Тюркгюджю Мюнхен;Union Berlin
DFB-Pokal;2021-08-08;Н/О_Вальдхоф;E. Frankfurt
DFB-Pokal;2021-08-08;Н/О_Филлинген;Н/О_Шальке
DFB-Pokal;2021-08-08;Н/О_Эльферсберг;FSV Mainz
DFB-Pokal;2021-08-08;Н/О_Меппен;Hertha Berlin
DFB-Pokal;2021-08-08;Н/О_Карл Цейсс;FC Koln
DFB-Pokal;2021-08-08;Н/О_Рот-Вайсс Кобленц;Н/О_Ян Регенсбург
DFB-Pokal;2021-08-08;Н/О_Ганза;Н/О_Хайденхайм
DFB-Pokal;2021-08-08;Н/О_Вюрцбургер Киккерс;Freiburg
DFB-Pokal;2021-08-08;Н/О_Айнтрахт Б;Н/О_Гамбург
DFB-Pokal;2021-08-09;Н/О_Шпортфройнде Лотте;Н/О_Карлсруэ
DFB-Pokal;2021-08-09;Н/О_Виктория Кельн;Hoffenheim
DFB-Pokal;2021-08-09;Н/О_Ингольштадт;Н/О_Эрцгебирге
DFB-Pokal;2021-08-09;Н/О_Кайзерслаутерн;Monchengladbach
DFB-Pokal;2021-08-25;Н/О_Бремер;Bayern Munich
DFB-Pokal;2021-10-26;Н/О_Мюнхен-1860;Н/О_Шальке
DFB-Pokal;2021-10-26;Н/О_Бабельсберг;RB Leipzig
DFB-Pokal;2021-10-26;Н/О_Пройссен;Hertha Berlin
DFB-Pokal;2021-10-26;Hoffenheim;Н/О_Хольштайн Киль
DFB-Pokal;2021-10-26;Dortmund;Н/О_Ингольштадт
DFB-Pokal;2021-10-26;Н/О_Нюрнберг;Н/О_Гамбург
DFB-Pokal;2021-10-26;Н/О_Оснабрюк;Freiburg
DFB-Pokal;2021-10-26;FSV Mainz;Bielefeld
DFB-Pokal;2021-10-27;Bochum;FC Augsburg
DFB-Pokal;2021-10-27;Н/О_Вальдхоф;Union Berlin
DFB-Pokal;2021-10-27;Н/О_Динамо Дрезден;Н/О_Санкт-Паули
DFB-Pokal;2021-10-27;Leverkusen;Н/О_Карлсруэ
DFB-Pokal;2021-10-27;Н/О_Ян Регенсбург;Н/О_Ганза
DFB-Pokal;2021-10-27;Stuttgart;FC Koln
DFB-Pokal;2021-10-27;Monchengladbach;Bayern Munich
DFB-Pokal;2021-10-27;Н/О_Ганновер;Н/О_Фортуна
DFB-Pokal;2022-01-18;FC Koln;Н/О_Гамбург
DFB-Pokal;2022-01-18;Н/О_Мюнхен-1860;Н/О_Карлсруэ
DFB-Pokal;2022-01-18;Bochum;FSV Mainz
DFB-Pokal;2022-01-18;Н/О_Санкт-Паули;Dortmund
DFB-Pokal;2022-01-19;Н/О_Ганновер;Monchengladbach
DFB-Pokal;2022-01-19;RB Leipzig;Н/О_Ганза
DFB-Pokal;2022-01-19;Hertha Berlin;Union Berlin
DFB-Pokal;2022-01-19;Hoffenheim;Freiburg
DFB-Pokal;2022-03-01;Union Berlin;Н/О_Санкт-Паули
DFB-Pokal;2022-03-02;Н/О_Гамбург;Н/О_Карлсруэ
DFB-Pokal;2022-03-02;Н/О_Ганновер;RB Leipzig
DFB-Pokal;2022-03-02;Bochum;Freiburg
DFB-Pokal;2022-04-19;Н/О_Гамбург;Freiburg
DFB-Pokal;2022-04-20;RB Leipzig;Union Berlin
DFB-Pokal;2022-05-21;Н/О_;Н/О_
Russian Cup;2021-09-22;Н/О_Динамо Барнаул;Nizhny Novgorod
Russian Cup;2021-09-22;Н/О_Легион-Динамо;Ufa
Russian Cup;2021-09-22;Н/О_Знамя Ногинск;Krylya Sovetov
Russian Cup;2021-09-22;Н/О_Кайрат Москва;Akhmat Grozny
Russian Cup;2021-09-22;Н/О_Ленинградец;FC Krasnodar
Russian Cup;2021-09-22;Н/О_ФК Саранск;Khimki
Russian Cup;2021-09-22;Н/О_Динамо Ставрополь;Dinamo Moscow
Russian Cup;2021-09-22;Н/О_Динамо Брянск;Arsenal Tula
Russian Cup;2021-09-22;Н/О_Чайка;Rostov
Russian Cup;2021-09-23;Н/О_Зенит-Ижевск;CSKA Moscow
Russian Cup;2021-09-23;Н/О_Торпедо Владимир;Ural
Russian Cup;2021-10-26;Н/О_Оренбург;Dinamo Moscow
Russian Cup;2021-10-26;Н/О_Металлург Липецк;CSKA Moscow
Russian Cup;2021-10-27;Н/О_Енисей;Krylya Sovetov
Russian Cup;2021-10-27;Н/О_Алания;Ufa
Russian Cup;2021-10-27;Н/О_Ротор;Akhmat Grozny
Russian Cup;2021-10-27;Н/О_КАМАЗ;Ural
Russian Cup;2021-10-27;Н/О_Факел;Nizhny Novgorod
Russian Cup;2021-10-27;Н/О_Велес;Arsenal Tula
Russian Cup;2021-10-27;Н/О_Торпедо;Rostov
Russian Cup;2021-10-27;Н/О_Кубань;FC Krasnodar
Russian Cup;2021-10-27;Н/О_Балтика;Khimki
Russian Cup;2022-03-01;Dinamo Moscow;Nizhny Novgorod
Russian Cup;2022-03-02;Н/О_Алания;Arsenal Tula
Russian Cup;2022-03-02;PFC Sochi;CSKA Moscow
Russian Cup;2022-03-02;Spartak Moscow;Н/О_Кубань
Russian Cup;2022-03-03;Lokomotiv M.;Н/О_Енисей
Russian Cup;2022-03-03;Rubin Kazan;Н/О_Ротор
Russian Cup;2022-03-03;Н/О_Балтика;Н/О_Чайка
Russian Cup;2022-03-03;Zenit;Н/О_КАМАЗ
Russian Cup;2022-04-19;Н/О_Балтика;Dinamo Moscow
Russian Cup;2022-04-20;Н/О_Енисей;Rubin Kazan
Russian Cup;2022-04-20;Н/О_Алания;Zenit
Russian Cup;2022-04-20;CSKA Moscow;Spartak Moscow
Russian Cup;2022-05-29;Н/О_;Н/О_
Copa del Rey;2021-11-30;Н/О_Марчамало;Н/О_Вальядолид
Copa del Rey;2021-11-30;Н/О_Кайон;Н/О_Уэска
Copa del Rey;2021-11-30;Н/О_Наксара;Н/О_Андорра
Copa del Rey;2021-11-30;Н/О_Унами;Alaves
Copa del Rey;2021-11-30;Н/О_Виктория;Villarreal
Copa del Rey;2021-11-30;Н/О_Лагуна;Granada
Copa del Rey;2021-11-30;Н/О_Расинг Риоха;Н/О_Картахена
Copa del Rey;2021-11-30;Н/О_Сеарес;Н/О_Спортинг Хихон
Copa del Rey;2021-11-30;Н/О_Теруэль;Н/О_Алькоркон
Copa del Rey;2021-11-30;Н/О_Атлетико Санлукеньо;Н/О_Сабадель
Copa del Rey;2021-11-30;Н/О_Агилас;Н/О_Альмерия
Copa del Rey;2021-11-30;Н/О_Альбасете;Н/О_Расинг Ферроль
Copa del Rey;2021-11-30;Н/О_Монтихо;Н/О_Бургос
Copa del Rey;2021-11-30;Н/О_Мольерусса;Getafe
Copa del Rey;2021-11-30;Н/О_Бадахос;Н/О_Алькояно
Copa del Rey;2021-11-30;Н/О_Эбро;Celta Vigo
Copa del Rey;2021-12-01;Н/О_Менсахеро;Н/О_Сарагоса
Copa del Rey;2021-12-01;Н/О_Бергантиньос;Н/О_Туделано
Copa del Rey;2021-12-01;Н/О_Кордоба;Sevilla FC
Copa del Rey;2021-12-01;Н/О_Химнастика Сеговиана;Mallorca
Copa del Rey;2021-12-01;Н/О_Бреа;Н/О_Ибица
Copa del Rey;2021-12-01;Н/О_Альхесирас;Н/О_Унионистас Саламанка
Copa del Rey;2021-12-01;Н/О_Соларес;Espanyol
Copa del Rey;2021-12-01;Н/О_УКАМ Мурсия;Н/О_Депортиво
Copa del Rey;2021-12-01;Н/О_Сан-Хуан;Н/О_Сан-Себастьян-де-лос-Рейес
Copa del Rey;2021-12-01;Н/О_Андрач;Н/О_Реал Овьедо
Copa del Rey;2021-12-01;Н/О_Атлетико Манча Реал;Н/О_Интернасьональ
Copa del Rey;2021-12-01;Н/О_Альсира;Н/О_Фуэнлабрада
Copa del Rey;2021-12-01;Н/О_Талавера;Н/О_Корнелья
Copa del Rey;2021-12-01;Н/О_Калаорра;Н/О_Атлетико Балеарес
Copa del Rey;2021-12-01;Н/О_Линарес Депортиво;Н/О_Химнастик Таррагона
Copa del Rey;2021-12-01;Н/О_Арентейро;Н/О_СД Логроньес
Copa del Rey;2021-12-01;Н/О_Касереньо;Н/О_Понферрадина
Copa del Rey;2021-12-01;Н/О_Сан-Фернандо;Н/О_Культураль Леонеса
Copa del Rey;2021-12-01;Н/О_Эуропа;Н/О_Аморебьета
Copa del Rey;2021-12-01;Н/О_Эстремадура;Н/О_Самора
Copa del Rey;2021-12-01;Н/О_Индепендьенте Аликанте;Real Betis
Copa del Rey;2021-12-01;Н/О_Сан-Роке;Н/О_Мирандес
Copa del Rey;2021-12-01;Н/О_Панадерия Пулидо;Real Sociedad
Copa del Rey;2021-12-02;Н/О_Велес;Н/О_Лас-Пальмас
Copa del Rey;2021-12-02;Н/О_Гихуэло;Rayo Vallecano
Copa del Rey;2021-12-02;Н/О_Герника;Н/О_Эйбар
Copa del Rey;2021-12-02;Н/О_Сан-Агустин;Osasuna
Copa del Rey;2021-12-02;Н/О_Уракан Мелилья;Levante
Copa del Rey;2021-12-02;Н/О_Утрильяс;Valencia
Copa del Rey;2021-12-02;Н/О_Пенья Спорт;Н/О_Малага
Copa del Rey;2021-12-02;Н/О_Кристо Атлетико;Н/О_Реал Унион
Copa del Rey;2021-12-02;Н/О_Атлетико Пульпиленьо;Н/О_Кастельон
Copa del Rey;2021-12-02;Н/О_Кальво Сотело;Н/О_Жирона
Copa del Rey;2021-12-02;Н/О_Лейоа;Elche
Copa del Rey;2021-12-02;Н/О_Льянера;Н/О_УД Логроньес
Copa del Rey;2021-12-02;Н/О_Унион Адарве;Н/О_Луго
Copa del Rey;2021-12-02;Н/О_Эльденсе;Н/О_Райо Махадаонда
Copa del Rey;2021-12-02;Н/О_Херес Депортиво;Н/О_Леганес
Copa del Rey;2021-12-02;Н/О_Ибица Ислас Питиусас;Н/О_Тенерифе
Copa del Rey;2021-12-02;Н/О_Вилья де Фортуна;Cadiz
Copa del Rey;2021-12-14;Н/О_Сан-Себастьян-де-лос-Рейес;Н/О_Фуэнлабрада
Copa del Rey;2021-12-14;Н/О_Андорра;Celta Vigo
Copa del Rey;2021-12-14;Н/О_Райо Махадаонда;Н/О_Малага
Copa del Rey;2021-12-14;Н/О_Уэска;Н/О_Жирона
Copa del Rey;2021-12-14;Н/О_Сарагоса;Н/О_Бургос
Copa del Rey;2021-12-14;Н/О_Алькояно;Levante
Copa del Rey;2021-12-14;Н/О_Линарес Депортиво;Alaves
Copa del Rey;2021-12-14;Н/О_Кристо Атлетико;Espanyol
Copa del Rey;2021-12-15;Н/О_Андрач;Sevilla FC
Copa del Rey;2021-12-15;Н/О_Самора;Real Sociedad
Copa del Rey;2021-12-15;Н/О_Бергантиньос;Rayo Vallecano
Copa del Rey;2021-12-15;Н/О_Культураль Леонеса;Н/О_Леганес
Copa del Rey;2021-12-15;Н/О_Понферрадина;Н/О_Ибица
Copa del Rey;2021-12-15;Н/О_Спортинг Хихон;Н/О_Алькоркон
Copa del Rey;2021-12-15;Н/О_Кастельон;Н/О_Картахена
Copa del Rey;2021-12-15;Н/О_Вальядолид;Н/О_Лас-Пальмас
Copa del Rey;2021-12-15;Н/О_Тенерифе;Н/О_Эйбар
Copa del Rey;2021-12-15;Н/О_Унионистас Саламанка;Elche
Copa del Rey;2021-12-15;Н/О_Атлетико Санлукеньо;Villarreal
Copa del Rey;2021-12-16;Н/О_Талавера;Real Betis
Copa del Rey;2021-12-16;Н/О_Арентейро;Valencia
Copa del Rey;2021-12-16;Н/О_Аморебьета;Н/О_Альмерия
Copa del Rey;2021-12-16;Н/О_Льянера;Mallorca
Copa del Rey;2021-12-16;Н/О_Луго;Н/О_Мирандес
Copa del Rey;2021-12-16;Н/О_Атлетико Манча Реал;Granada
Copa del Rey;2021-12-16;Н/О_Депортиво;Osasuna
Copa del Rey;2021-12-16;Н/О_Альбасете;Cadiz
Copa del Rey;2021-12-16;Н/О_Атлетико Балеарес;Getafe
Copa del Rey;2022-01-04;Н/О_Понферрадина;Espanyol
Copa del Rey;2022-01-05;Н/О_Картахена;Valencia
Copa del Rey;2022-01-05;Н/О_Эйбар;Mallorca
Copa del Rey;2022-01-05;Н/О_Леганес;Real Sociedad
Copa del Rey;2022-01-05;Н/О_Линарес Депортиво;FC Barcelona
Copa del Rey;2022-01-05;Н/О_Мирандес;Rayo Vallecano
Copa del Rey;2022-01-05;Н/О_Атлетико Балеарес;Celta Vigo
Copa del Rey;2022-01-05;Н/О_Вальядолид;Real Betis
Copa del Rey;2022-01-05;Н/О_Алькояно;Real Madrid
Copa del Rey;2022-01-06;Н/О_Жирона;Osasuna
Copa del Rey;2022-01-06;Н/О_Фуэнлабрада;Cadiz
Copa del Rey;2022-01-06;Н/О_Сарагоса;Sevilla FC
Copa del Rey;2022-01-06;Н/О_Спортинг Хихон;Villarreal
Copa del Rey;2022-01-06;Н/О_Альмерия;Elche
Copa del Rey;2022-01-06;Н/О_Атлетико Манча Реал;Athletic Bilbao
Copa del Rey;2022-01-06;Н/О_Райо Махадаонда;Atletico Madrid
Copa del Rey;2022-01-15;Mallorca;Espanyol
Copa del Rey;2022-01-15;Н/О_Спортинг Хихон;Cadiz
Copa del Rey;2022-01-15;Н/О_Жирона;Rayo Vallecano
Copa del Rey;2022-01-16;Н/О_Атлетико Балеарес;Valencia
Copa del Rey;2022-01-16;Real Betis;Sevilla FC
Copa del Rey;2022-01-19;Real Sociedad;Atletico Madrid
